code,description,category,category_source,failure_class,stage,section,numeric_id
EXT_PKT_METADATA_REGISTRAR_ID_EMPTY,Registrar Id not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_METADATA_STATION_ID_EMPTY,Station Id not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENR_MACHINE_CODE_EMPTY,Packet Machine code not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_METADATA_AGENCY_ID_EMPTY,Agency Id not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_GPS_NOT_AVAILABLE,GPS latitude and longitude not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_HOF_ID_IS_MISSING,Head of the family ID is not available in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_CURRENT_SUPERVISOR_DATA_MISSING,Current Supervisor data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_CLIENT_ID_DATA_MISSING,Client Id data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_CLIENT_VERSION_DATA_MISSING,Client Version data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENR_END_DATE_DATA_MISSING,Enrolment End Date data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_RES_NAME_DATA_EMPTY,Resident name data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOB_DAY_DATA_EMPTY,Resident DOB day data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOB_MONTH_DATA_EMPTY,Resident DOB month data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOB_YEAR_DATA_EMPTY,Resident DOB year data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOD_DAY_DATA_EMPTY,Resident DOD day data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOD_MONTH_DATA_EMPTY,Resident DOD month data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOD_YEAR_DATA_EMPTY,Resident DOD year data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_EMAIL_DATA_EMPTY,Resident Email data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_MOBILE_DATA_EMPTY,Resident Mobile data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_STATE_DATA_EMPTY,Resident Address State data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DISTRICT_DATA_EMPTY,Resident Address District data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_VTC_DATA_EMPTY,Resident Address VTC data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PINCODE_DATA_EMPTY,Resident Address Pincode data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_HOF_NAME_DATA_MISSING,Head of Family Name data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ADDRESS_DATA_EMPTY,Resident Address data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
NON_LIVE_LEFT_SLAP_CAPTURE,Non-live left slap image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_LIVE_RIGHT_SLAP_CAPTURE,Non-live right slap image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_LIVE_BOTH_THUMBS_CAPTURE,Non-live both thumbs image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
MISMATCH_IN_PREDICTED_AGE_AND_DECLARED_AGE,Mismatch in predicted and actual age of the resident,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_LIVE_FACE_CAPTURE,Non-live facial image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_LIVE_LEFT_IRIS_CAPTURE,Non-live left iris image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_LIVE_RIGHT_IRIS_CAPTURE,Non-live right iris image in the packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
MISMATCH_IN_GENDER_AND_PREDICTED_GENDER,Mismatch in actual gender and predicted gender,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
UNKNOWN_UNSYSTEMATIC_CAPTURE,Unknown capture is passed,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
PHOTO_ON_PHOTO,Photo on photo detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
PARTIAL_CAPTURE,Partial or incomplete image captured,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
BLURRED_IMAGE,Image quality insufficient due to blur or poor quality,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
MULTIPLE_CAPTURE,Multiple face captures detected instead of single valid image,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
MISSING_BIOMETRIC_DATA,Required Biometric Data not received from BDR,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
TOE_PRINT,Toe Print detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
SWAP,Swap detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
MIXED,Mixed detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
PHALANX,Phalanx detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
INVERTED,Inverted detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
GUMMY,Gummy detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
FINGER_TIP,Finger Tip detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
ROTATED_MORE_THAN_90_DEGREES,Image rotated more than 90 degrees instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
NON_HUMAN,Non-human detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
FLIPPED_AND_GENUINE,Flipped and genuine detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
INCORRECT,Incorrect capture detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
POOR_QUALITY,Poor quality image detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
UNSYSTEMATIC,Unsystematic capture detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
BLANK,Blank image detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
OUT_OF_FOCUS,Image out of focus detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
FLIPPED,Flipped image detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
LENS_IRIS,Lens iris detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
ADULT_ENROLLING_AS_A_CHILD,Adult enrolling as a child detected instead of valid capture,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Bio Fraud Stage,
KAFKA_PRODUCER_EXCEPTION,Exception in publishing Message,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_CONSUMER_EXCEPTION,Error in consuming RabbitMQ Message,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_MESSAGE_ACK_EXCEPTION,Error in acknowledging RabbitMq Message,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_MESSAGE_NACK_EXCEPTION,Error in negative acknowledging RabbitMq Message,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_CONN_CLOSE_EXCEPTION,"Error closing RabbitMQ channel and connection, Failed connecting to RabbitMQ",TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_CONN_CREATION_EXCEPTION,"Error creating channel and connection, Failed connecting to RabbitMQ",TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RABBITMQ_QUEUE_FOUND_EMPTY,"RabbitMQ message is null, Queue is empty",TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REDIS_NEAR_ACCESS_EXCEPTION,Error in Accessing Near Node Redis Cluster,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REDIS_FAR_ACCESS_EXCEPTION,Error in Accessing Far Node Redis Cluster,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REDIS_CACHE_MISS_EXCEPTION,Redis Cache Miss Found,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REDIS_CACHE_RESPONSE_EXCEPTION,Enu-Cache Returned empty list as response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REDIS_PUSH_EXCEPTION,Biometric leaderboad can not be populated,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
V2_MASTER_DB_READ_EXCEPTION,Exception in reading data from v2master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
V2_MASTER_DB_WRITE_EXCEPTION,Exception in writing data to v2master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DATA_WRITE_ERROR,Exception in writing resident data for Enrolment using MarkInsertComplete,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ORIGIN_TRACKER_DATA_FETCH_ERROR,Exception while fetching OriginTrackerData using uidOriginTrackerService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_HIS_MASTER_DATA_FETCH_ERROR,Exception while fetching using uidMasterHistoryService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_MASTER_DATA_FETCH_ERROR,Exception while fetching using uidMasterDataService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ADDRESS_DATA_FETCH_ERROR,Exception while fetching AddressData using uidAddressService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_PHOTO_DATA_FETCH_ERROR,Exception while fetching UidPhotoData using uidPhotoService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_EXTAUDIT_DATA_FETCH_ERROR,Exception in fetching UidExtAuditData using uidExtAuditService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_EXTDEMO_DATA_FETCH_ERROR,Exception in fetching UidExtDemoData using uidExtDemoService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_RESPREF_FETCH_ERROR,Exception while fetching resident preference using uidResPrefService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_CHILDEXT_DATA_FETCH_ERROR,Exception in fetching ChildExtAttrData using uidChildExtService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_RES_FOREIGNER_EXT_DATA_FETCH_ERROR,Exception in fetching residentForeignerExt using uidResForeignerExtService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_RESPREF_WRITE_ERROR,Exception while writing resident preference using uidResPrefService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ORIGIN_TRACKER_DATA_WRITE_ERROR,Exception while Writing OriginTrackerData using uidOriginTrackerService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_MASTER_DATA_FOUND_NULL,Resident UidMaster data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_ORIGIN_TRACKER_DATA_NOT_FOUND,Resident UidOriginTracker data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_PHOTO_DATA_NOT_FOUND,Resident UidMasterPhoto data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_ADDRESS_DATA_NOT_FOUND,Resident UidAddress data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_RES_FOREIGNER_DATA_NOT_FOUND,Resident UidResForeignerExt data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_RESPREF_DATA_NOT_FOUND,Resident UidResPref data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_CHILDEXT_DATA_NOT_FOUND,Resident UidChildExtAttr data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_EXTAUDIT_DATA_NOT_FOUND,Resident UidExtAudit data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_CURR_REQUEST_EXTDEMO_DATA_NOT_FOUND,Resident UidExtDemo data found null after Successful write,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DATA_UPDATION_ERROR,Exception in writing resident data for Update using MarkInsertComplete,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SECURITY_DB_READ_EXCEPTION,Exception in reading data from V2master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SECURITY_DB_WRITE_EXCEPTION,Exception in writing data to V2master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REJECT_MASTER_DB_READ_EXCEPTION,Exception in reading data from RejectMaster,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REJECT_MASTER_DB_WRITE_EXCEPTION,Exception in writing data to RejectMaster,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
V1_MASTER_DB_READ_EXCEPTION,Exception in reading data from v1master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
V1_MASTER_DB_WRITE_EXCEPTION,Exception in writing data to v1master,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PROCESS_DB_READ_EXCEPTION,Exception in reading data from Process DB,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PROCESS_DB_WRITE_EXCEPTION,Exception in writing data to process DB,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PROCESS_DB_WRITE_EXCEPTION_MDD,Exception in writing data to man dedup tables,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
INDEX_MASTER_DB_READ_EXCEPTION,Exception in reading data from Index Master DB,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
INDEX_MASTER_DB_WRITE_EXCEPTION,Exception in writing data to Index Master DB,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
INDEX_MASTER_DB_UPDATE_EXCEPTION,Exception in updating data to Index Master DB,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
UID_ORIGIN_TRACKER_DATA_NOT_FOUND,UidOriginTracker data not found for update request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
MASTER_ENTRY_NOT_FOUND,UidMasterData entry not found,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
UID_ADDRESS_DATA_NOT_FOUND,UidAddress data not found for update request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
UID_PHOTO_DATA_NOT_FOUND,UidPhoto data not found for update request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
UID_RES_FOREIGNER_EXTATTR_DATA_NOT_FOUND,UidResForeignerExtAttr data not found for update request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
UID_CHILDENROL_EXT_DATA_NOT_FOUND,UidChildEnrolExtData data not found for update request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
INDEX_MASTER_DATA_NOT_FOUND,Index Master data not found for the current request,BUSINESS_EXCEPTION,declared,A,PostEnrolment,Bio Fraud Stage,
RSMS_STATE_TRANSITION_FAILURE,RSMS invalid enrolment state transition found,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_FEIGN_REQUEST_FAILURE,Feign Exception in accessing RSMS service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EMS_FEIGN_REQUEST_FAILURE,Feign Exception in accessing EMS service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
REGISTRAR_FEIGN_REQUEST_FAILURE,Feign Exception in accessing Registrar service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
ENROL_AGENCY_FEIGN_REQUEST_FAILURE,Feign Exception in accessing EnrolmentAgency service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EOS_FEIGN_REQUEST_FAILURE,Feign Exception in accessing EOS service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
HOF_FEIGN_REQUEST_FAILURE,Feign Exception in accessing HOF service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SOLR_WRAPPER_FEIGN_REQUEST_FAILURE,Feign Exception in accessing SOLR Wrapper service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
MDA_FEIGN_REQUEST_FAILURE,Feign Exception in accessing MasterData API service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_EXTRACTOR_FEIGN_REQUEST_FAILURE,Feign Exception in accessing PacketExtractor service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
GPS_FEIGN_REQUEST_FAILURE,Feign Exception in accessing GPS service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
TOKEN_GEN_FEIGN_REQUEST_FAILURE,Feign Exception in accessing BearerToken Generator service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RCS_FEIGN_REQUEST_FAILURE,Feign Exception in accessing RCS service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INTERNAL_SERVER_ERROR,RSMS internal server error,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INVALID_HEADER,RSMS Invalid Header,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_BAD_REQUEST,RSMS Bad Request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INVALID_JSON_REQUEST,RSMS Invalid Json Request,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_HTTP_MEDIA_TYPE_NOT_SUPPORTED,RSMS Http Media Type Not Supported,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_DB_TRANSACTION_ERROR,RSMS Error while processing database transaction,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_SID_NOT_FOUND,RSMS Sid not found in requestTracker,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_BACKEND_DATASTORE_ACCESS_ERROR,RSMS Problem with accessing backend datastore,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INVALID_SID_STATE_FOUND,RSMS Given sid does not exist or its state corrupted or expired,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_MOU_REQUEST_SAVE_ERROR,RSMS Error while saving MoU request to database,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_STAGE_NAME_NOT_FOUND,RSMS Stage name not found in database,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EOS_FEIGN_VALIDATION_FAILURE,Validation failure from the eos end,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INVALID_STATUS_DATE_FOUND,RSMS stage status date in the database is newer than the current Stage Status Date,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RSMS_INVALID_OPERATOR_FOUND,RSMS UnProcessable request (token is invalid),TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BOI_FEIGN_REQUEST_FAILURE,Feign Exception in accessing BOI service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SOLR_WRAPPER_FEIGN_RESPONSE_FAILURE,Exception in interpreting response from SOLR Wrapper service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
SOLR_WRAPPER_FEIGN_VALIDATION_FAILURE,Validation Failure in SOLR Wrapper service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BHASHINI_FEIGN_REQUEST_FAILURE,Feign Exception in accessing Bhashini service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BHASHINI_FEIGN_RESPONSE_FAILURE,Exception in accessing the response from Bhashini service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_EXTRACTOR_INVALID_RESPONSE,Invalid response from Packet Extractor Service,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_EXTRACTOR_RESPONSE_DESERIALIZE_EXCEPTION,Exception in deserializing packet extraction response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
MDA_PINCODE_DATA_MISSING,Pincode details missing in the mda response,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PACKET_REPLAY_EXCEPTION,Exception in replaying the packet,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EVENT_CONVERSION_EXCEPTION,Exception in converting the EventMessage,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
INVALID_REFID_FOUND,Invalid RefId found in EventMessage,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
INVALID_SID_FOUND,Invalid SID found in EventMessage,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
KAFKA_MESSAGE_VALIDATION_FAILED,Event Message failed validation check,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
DATA_PLATFORM_EVENT_GENERATION_EXCEPTION,Exception in data platform event generation,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PACKET_EXECUTION_EXCEPTION,Exception in execution of the packet,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
HOLDMGR_STAGE_TRACKER_FETCH_ERROR,Exception while fetching using holdManagerStageTrackerService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_HOLD_RULE_MAPPING_FETCH_ERROR,Exception while fetching using packetHoldRuleMappingService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
HOLDMGR_STAGE_TRACKER_WRITE_ERROR,Exception while writing holdManagerStageTracker using packetHoldRuleMappingService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_HOLD_RULE_MAPPING_WRITE_ERROR,Exception while writing packetHoldRuleMapping using packetHoldRuleMappingService,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
EVENT_MESSAGE_DATA_EXCEPTION,Exception in accessing the EventMessage,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_IMAGE_DECODE_ERROR,Error in decoding bio image,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
BIO_IMAGE_ENCODE_ERROR,Error in encoding bio image,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_STRUCTURAL_VALIDATION_SUCCESS,Structural Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_PKT_BITMAP_GENERATION_FAIL,Resident packet bitmap generation failed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_PKT_URI_MISMATCH_CHECK_EXCEPTION,Exception in checking Packet URI mismatch check,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_PKT_WRITE_TO_ARCHIVAL_EXCEPTION,Exception in Writing packet To Archival,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_PKT_XML_CHECK_EXCEPTION,Exception while validating XML,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
PKT_SAVE_REDIS_SUCCESS,Extracted saved in Redis,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_METADATA_VALIDATION_SUCCESS,Metadata Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_METADATA_VALIDATION_FAILED,Metadata Stage Processing Exception,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
RESIDENT_DEMOGRAPHIC_VALIDATION_SUCCESS,Demographic Validation Stage Completed,TECHNICAL_EXCEPTION,declared,C,PostEnrolment,Bio Fraud Stage,
