code,description,category,category_source,failure_class,stage,section,numeric_id
RESIDENT_QC_POI_DOCUMENT_NOT_APPROVED,"Resident QC POI validation failed, No Approved Document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_DOCUMENT_MISSING,"Resident QC POI validation failed, Missing Document",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_SIGNATURE_MISSING,"Resident QC POI validation failed, Resident Signature or Thumb Missing",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_FRAUD_DOCUMENT_FOUND,"Resident QC POI validation failed, Fraudulent Document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_STD_FORMAT_CHECK_FAILED,"Resident QC POI validation failed, Standard Format Certificate not found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_SIGNED_DATE_VALIDATION_FAILED,"Resident QC POI validation failed, Signed Date is before the authorized Date",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_NOT_APPLICABLE,"Resident QC POI validation failed, Not applicable",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_ISSUED_DATE_CHECK_FAILED,"Resident QC POI validation failed, Issued Date Found Blank",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_DETAILS_TAMPERED,"Resident QC POI validation failed, Details got Tampered",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_EXACT_DOCUMENT_MISMATCH,"Resident QC POI validation failed, Standard Format",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_ORIGINAL_DOCUMENT_NOT_SCANNED,"Resident QC POI validation failed, Scanned Document Not Of Original Document",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_DOCUMENT_ISSUER_VALIDATION_FAILED,"Resident QC POI validation failed, Incomplete Issuer's Details found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_TRANSLITERATION_ERROR,"Resident QC POI validation failed, Transliteration error Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_NOT_CROSS_SIGNED,"Resident QC POI validation failed, Photo not cross signed",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_DOCUMENT_NAME_MISMATCH,"Resident QC POI validation failed, Document Name Mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_DEMO_MISMATCH_DURING_SOURCE_VERIFICATION,Resident QC POI demo mismatch during source verification,BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POI_NO_RECORD_FOUND_DURING_SOURCE_VERIFICATION,Resident QC POI no record found during source verification,BUSINESS_VALIDATION_ERROR,declared,A,QC,POI ErrorCodes,
RESIDENT_QC_POR_DEMO_MISMATCH_FOUND,"Resident QC POR validation failed, Demographic data mismatch Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_JUNK_DATA_FOUND,"Resident QC POR validation failed, Junk data Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_OVERWRITTEN_DOCUMENT_FOUND,"Resident QC POR validation failed, Overwritten document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_QUALITY_CHECK_FOUND,"Resident QC POR validation failed, Poor quality document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_OFFENSIVE_LANGUAGE_FOUND,"Resident QC POR validation failed, Unparliamentary/ Offensive language Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_NOT_AUTHORIZED_SIGNATORY,"Resident QC POR validation failed, No Authorized Signatory Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_ADDRESS_VALIDATION_FAILED,"Resident QC POR validation failed, Address validation failed",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DOCUMENT_NOT_APPROVED,"Resident QC POR validation failed, No Approved Document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DOCUMENT_MISSING,"Resident QC POR validation failed, Missing Document",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_SIGNATURE_MISSING,"Resident QC POR validation failed, Resident Signature or Thumb Missing",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_FRAUD_DOCUMENT_FOUND,"Resident QC POR validation failed, Fraudulent Document Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_STD_FORMAT_CHECK_FAILED,"Resident QC POR validation failed, Standard Format Certificate not found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_SIGNED_DATE_VALIDATION_FAILED,"Resident QC POR validation failed, Signed Date is before the authorized Date",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_NOT_APPLICABLE,"Resident QC POR validation failed, Not applicable",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_ISSUED_DATE_CHECK_FAILED,"Resident QC POR validation failed, Issued Date Found Blank",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DETAILS_TAMPERED,"Resident QC POR validation failed, Details got Tampered",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_EXACT_DOCUMENT_MISMATCH,"Resident QC POR validation failed, Standard Format Certificate Missing Exact Match",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_ORIGINAL_DOCUMENT_NOT_SCANNED,"Resident QC POR validation failed, Scanned Document Not Of Original Document",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DOCUMENT_ISSUER_VALIDATION_FAILED,"Resident QC POR validation failed, Incomplete Issuer's Details found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_TRANSLITERATION_ERROR,"Resident QC POR validation failed, Transliteration error Found",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_NOT_CROSS_SIGNED,"Resident QC POR validation failed, Photo not cross signed",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DOCUMENT_NAME_MISMATCH,"Resident QC POR validation failed, Document Name Mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POB_DOB_VALIDATION_FAILED,"Resident QC POB validation failed, DOB validation failed",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_CARE_OF_VALIDATION_FAILED,"Resident QC POR validation failed, Care of validation failed",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_BIO_FRAUD_CHECK_FAILED,Resident QC rejected due to bio fraud check failure,BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_DDC_DUPLICATE_PACKET,Resident qc DDC duplicate packet found,BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_HOF_RSV_ERROR_DEMOGRAPHIC_DATA_MISMATCH,"Resident qc HOF RSV error, demographic data mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POA_RSV_ERROR_DEMOGRAPHIC_DATA_MISMATCH,"Resident qc POA RSV error, demographic data mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POB_RSV_ERROR_DEMOGRAPHIC_DATA_MISMATCH,"Resident qc POB RSV error, demographic data mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POI_RSV_ERROR_DEMOGRAPHIC_DATA_MISMATCH,"Resident qc POI RSV error, demographic data mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_RSV_ERROR_DEMOGRAPHIC_DATA_MISMATCH,"Resident qc POR RSV error, demographic data mismatch",BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_DEMO_MISMATCH_DURING_SOURCE_VERIFICATION,Resident QC POR demo mismatch during source verification,BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_QC_POR_NO_RECORD_FOUND_DURING_SOURCE_VERIFICATION,Resident QC POR no record found during source verification,BUSINESS_VALIDATION_ERROR,declared,A,QC,POR ErrorCodes,
RESIDENT_SMARTQC_POB_NAME_MISMATCH_FOUND,Resident smart qc name mismatch in POB document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POA_NAME_MISMATCH,Resident smart qc name mismatch in POA document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POB_DOB_MISMATCH_FOUND,Resident smart qc DOB mismatch in POB document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POI_NAME_MISMATCH_FOUND,Resident smart qc name mismatch in POI document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POR_NAME_MISMATCH_FOUND,Resident smart qc name mismatch in POR document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POR_RELATION_MISMATCH_FOUND,Resident smart qc relation mismatch in POR document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POI_GENDER_MISMATCH_FOUND,Resident smart qc gender mismatch in POI document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
PKT_REJECT_FOR_INVALID_QRCODE_PROOF_DOCUMENT,Resident smart qc invalid document qr,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
PKT_REJECT_FOR_POOR_QUALITY_QR_OR_NO_QR,Resident smart qc poor quality document qr,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
PKT_REJECT_FOR_QRCODE_DEMO_MISS_MATCH,all demographics present are NA inside qr,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POB_FRAUD_DOCUMENT_FOUND,Resident smart qc fraud POB document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POA_ADDRESS_VALIDATION_FAILED,Resident smart qc address mismatch in POA document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POA_FRAUD_DOCUMENT_FOUND,Resident smart qc fraud POA document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POI_FRAUD_DOCUMENT_FOUND,Resident smart qc fraud POI document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_SMARTQC_POR_FRAUD_DOCUMENT_FOUND,Resident smart qc fraud POR document,BUSINESS_VALIDATION_ERROR,declared,A,SmartQc Rejection Codes,,
RESIDENT_DOCUMENT_VERIFICATION_FAILED,Resident Documents Verification through NIC Service failed,BUSINESS_VALIDATION_ERROR,declared,A,StatePortal,,
RESIDENT_MAN_DEDUP_DUPLICATE,MDD Rejected packet for duplicates,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_BIO_EXCEPTION_PHOTO_NOT_PRESENT,Missing resident bio exception photo,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_UPDATE_REJECT_FOR_IDENTIFY_FAILURE,Only Identify response does not contain UID belonging to applicant,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_ABIS_RESPONSE_NON_FAIL_OR_SUCCESS,ABIS-MW Response Status is other than FAILURE/SUCCESS,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_BIOMETRIC_UPDATE_IDENTIFY_FAILURE,Resident bio identify is not successful / no candidates detected,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_BIOMETRIC_UPDATE_FAILURE,Resident bio update to abis status is not success,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_BIOMETRIC_QUALITY_CHECK_FAILED,Resident biometric quality check status is not success,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
EXT_PKT_BIOMETRIC_CAPTURE_TRAIL_DATA_MISSING,Biometric capture trail has invalid data,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FINGER_IMAGE_ERROR,Resident biometric finger image capture quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FINGER_LIVENESS_ERROR,Resident biometric finger image liveliness quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FINGER_SYSTEMATIC_CAPTURE_ERROR,Resident biometric finger image suspected symmetric capture,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_IRIS_IMAGE_ERROR,Resident biometric iris image capture quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_IRIS_LIVENESS_ERROR,Resident biometric iris image liveliness quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_IRIS_SYSTEMATIC_CAPTURE_ERROR,Resident biometric iris image suspected symmetric capture,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FACE_IMAGE_ERROR,Resident biometric face image capture quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FACE_LIVENESS_ERROR,Resident biometric face image liveliness quality does not match threshold,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_QUALITY_FACE_SYSTEMATIC_CAPTURE_ERROR,Resident biometric face image suspected symmetric capture,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
BIO_CONSISTENCY_CHECK_FAILED,Consistency Check Failed For The Applicant,BUSINESS_VALIDATION_ERROR,declared,A,Biometric,,
RESIDENT_NO_VALID_UPDATEBITS_FOUND,Resident current request update bits found rejected,BUSINESS_VALIDATION_ERROR,declared,A,SuccessInterceptor,,
RESIDENT_REJECT_BITS_FOUND,"Resident enrolment failed, Reject Bits found for the request",BUSINESS_VALIDATION_ERROR,declared,A,SuccessInterceptor,,
RESIDENT_NAME_UPDATE_INCOMPLETE,Resident name enrolment or update not allowed without Resident local name change,BUSINESS_VALIDATION_ERROR,declared,A,SuccessInterceptor,,
RESIDENT_ADDRESS_UPDATE_INCOMPLETE,Resident address enrolment or update not allowed without Resident local address change,BUSINESS_VALIDATION_ERROR,declared,A,SuccessInterceptor,,
RESIDENT_DUPLICATE_UPDATE_REQUEST_FOUND,Resident Update request rejected as duplicates found for the request,BUSINESS_VALIDATION_ERROR,declared,A,SuccessInterceptor,,
AUTH_EXTRACTION_FAILURE,AuthExtraction Failure,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,,
EXT_PKT_DATA_MISSING,Extracted Packet found empty,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLLMENT_PACKET_DATA_MISSING,Enrollment Packet data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PRINT_ADDRESS_LAYOUT_DATA_MISSING,Print Address Layout data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PRINT_ADDRESS_FIELD_DATA_MISSING,Print Address Field data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LEVEL_OF_INTRODUCER_SIGNATURE_DATA_MISSING,Level of Introducer Signature data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_RESIDENT_PROFILE_DATA_MISSING,Resident Profile data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOB_DATA_MISSING,DoB data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_POB_DATA_MISSING,PoB data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_STATUS_DATA_MISSING,Status data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOD_DATA_MISSING,DoD data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_REQUEST_MODE_DATA_MISSING,Request Mode data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_GENDER_DATA_MISSING,Gender data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_RELATION_TYPE_DATA_MISSING,Relation Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_REL_ID_TYPE_DATA_MISSING,Rel Id Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_REL_TYPE_DATA_MISSING,Rel Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LINKED_ENROLMENT_DATA_MISSING,Linked Enrolment data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LINK_ID_TYPE_DATA_MISSING,Link Id Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_RESIDENT_BIOMETRIC_TYPE_DATA_MISSING,Resident Biometric Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_EXTENDED_ATTRIBUTES_DATA_MISSING,Extended Attributes data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_VERIFICATION_PROOF_TYPE_DATA_MISSING,Verification Proof Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DOCUMENT_TYPE_DATA_MISSING,Document Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_POI_DATA_MISSING,POI data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_POA_DATA_MISSING,POA data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_OTHER_PROOFS_DATA_MISSING,Other proofs data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_INTRODUCER_TYPE_DATA_MISSING,Introducer Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_HOF_TYPE_DATA_MISSING,Head of Family Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_HOF_ID_TYPE_DATA_MISSING,Head of Family Id Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PROOF_OF_RESIDENT_FOREIGNER_DATA_MISSING,Proof of Resident Foreigner data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_POF_DATA_MISSING,POF data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_AUDIT_INFO_DATA_MISSING,Audit Info data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_CURRENT_OPERATOR_DATA_MISSING,Current Operator data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_BIOMETRIC_CAPTURE_TYPE_DATA_MISSING,Biometric Capture Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DEVICE_INFO_DATA_MISSING,Device Info data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_BODY_PART_LIST_DATA_MISSING,Body Part List data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_MISSING_PART_LIST_DATA_MISSING,Missing Part List data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LVS_DETAILS_DATA_MISSING,LVS Details data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_GPS_VALIDATION_DATA_MISSING,GPS Validation data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_STEP_TRANSITIONS_DATA_MISSING,Step Transitions data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_UPDATE_TYPE_DATA_MISSING,Update Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_UPDATE_MODE_DATA_MISSING,Update Mode data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLMENT_TYPE_DATA_MISSING,Enrolment Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_CLIENT_TYPE_DATA_MISSING,Client Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLMENT_MODE_DATA_MISSING,Enrolment Mode data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_IRIS_CAPTURE_LIST_DATA_MISSING,Iris Capture List data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PHOTO_CAPTURE_LIST_DATA_MISSING,Photo Capture List data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_FINGER_CAPTURE_LIST_DATA_MISSING,Finger Capture List data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLMENT_QA_AUDIT_DATA_MISSING,Enrolment QA Audit data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_QA_CORRECTION_FIELDS_DATA_MISSING,QACorrection Correction Fields data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_QA_STEP_TRANSITIONS_DATA_MISSING,QACorrection Step Transitions data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LEVEL_TO_OPERATOR_SUPERVISORS_DATA_MISSING,Level to Operator Supervisors data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LEVEL_TO_SIGNATURES_DATA_MISSING,Level to Signatures data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_INTRODUCER_DETAILS_DATA_MISSING,Introducer Details data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LEVEL_TO_METADATA_DATA_MISSING,Level to Metadata data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_LEVEL_TO_REVIEWS_DATA_MISSING,Level to Reviews data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLMENT_RESIDENT_AUTH_DATA_MISSING,Enrolment Resident Auth data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_STORED_RESIDENT_DATA_DATA_MISSING,Stored Resident Data data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLMENT_MANIFEST_DATA_MISSING,Enrolment Manifest data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PACKET_LIST_TYPE_DATA_MISSING,Packet List Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_DIGITAL_SIGNATURE_INFO_DATA_MISSING,Digital Signature Info data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_AUTH_STATUS_DATA_MISSING,Auth Status data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_REASON_CODE_DATA_MISSING,Reason Code data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_ENROLLMENT_PACKET_URI_DATA_MISSING,Enrollment Packet URI data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_HOLD_RESOLUTION_TYPE_DATA_MISSING,Hold Resolution Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PACKET_PROCESS_STATUS_DATA_MISSING,Packet Process Status data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_REQUEST_APPLICATION_TYPE_DATA_MISSING,Request Application Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_RESEND_INFO_TYPE_DATA_MISSING,Resend Info Type data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_STAGE_SKIP_INFO_DATA_MISSING,Stage Skip Info data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
EXT_PKT_PHOTO_DATA_MISSING,Photo data not available in the Packet,BUSINESS_VALIDATION_ERROR,declared,A,PostEnrolment,Data Access Issues,
